Bedrooms,Location,Price,Furnishing,Bathrooms,Tenant Preferred,Availability,Area (sqft),Area Type,Floor Number,Total Floors,Facing,Page Number
2.0,Shamirpet,72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,715.0,super-area,2.0,3.0,,23
3.0,"Basheer Bagh, NH 7",72000,Furnished,3.0,Bachelors/Family,Immediately,2500.0,carpet-area,3.0,4.0,East,23
2.0,RTC Colony Maula Ali,72000,Furnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,1.0,2.0,West,23
3.0,Hyderabad,72000,,3.0,Bachelors/Family,Immediately,1540.0,super-area,2.0,5.0,,23
3.0,Kothaguda,72000,Unfurnished,3.0,Bachelors/Family,Immediately,1890.0,super-area,5.0,14.0,,23
3.0,"Kokapet, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors,From Mar '26,2124.0,super-area,26.0,35.0,West,23
2.0,Bachupally,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1220.0,carpet-area,2.0,5.0,,23
3.0,Friends Colony Chanda Nagar,72000,Unfurnished,2.0,Bachelors,Immediately,1150.0,carpet-area,2.0,5.0,,23
3.0,"Banjara Hills, NH 9",72000,Unfurnished,2.0,Bachelors/Family,Immediately,1406.0,carpet-area,2.0,4.0,,23
1.0,Suraram,72000,Unfurnished,1.0,Bachelors/Family,Immediately,600.0,carpet-area,2.0,20.0,,23
3.0,Ameenpur,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,carpet-area,2.0,5.0,West,23
3.0,Gachibowli Kondapur Road,72000,Furnished,3.0,Bachelors/Family,Immediately,1750.0,carpet-area,12.0,15.0,,23
4.0,Madhapur,72000,Semi-Furnished,5.0,Family,Immediately,3550.0,super-area,10.0,18.0,West,23
3.0,"Kokapet, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2124.0,super-area,8.0,35.0,West,23
2.0,Mehdipatnam,72000,Semi-Furnished,2.0,Bachelors/Family,From Mar '26,980.0,carpet-area,3.0,3.0,,23
3.0,"Banjara Hills, NH 9",72000,Furnished,3.0,Bachelors/Family,Immediately,1500.0,super-area,2.0,3.0,,23
3.0,Sri Ram Nagar Kondapur,72000,Semi-Furnished,2.0,Family,Immediately,1500.0,carpet-area,3.0,6.0,West,23
2.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors,Immediately,980.0,carpet-area,24.0,39.0,East,23
2.0,Bachupally,72000,Furnished,2.0,Bachelors/Family,Immediately,1110.0,super-area,15.0,33.0,,23
3.0,Kondapur,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1400.0,carpet-area,1.0,5.0,East,23
4.0,"Basheer Bagh, NH 7",72000,Furnished,3.0,Bachelors/Family,Immediately,1800.0,super-area,6.0,7.0,,23
1.0,Meerpet,72000,Semi-Furnished,1.0,Family,Immediately,450.0,super-area,4.0,5.0,East,23
4.0,Gachibowli,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2848.0,super-area,6.0,26.0,North,23
5.0,Nanal Nagar Mehdipatnam,72000,Semi-Furnished,5.0,Bachelors,Immediately,250.0,carpet-area,2.0,3.0,,23
3.0,New Nallakunta,72000,Semi-Furnished,2.0,Bachelors,Immediately,1450.0,carpet-area,1.0,3.0,West,23
2.0,Santosh Nagar,72000,Unfurnished,2.0,Bachelors/Family,Immediately,2000.0,carpet-area,2.0,3.0,East,23
4.0,Jubilee Hills,72000,Furnished,4.0,Bachelors,From Apr '26,3000.0,carpet-area,1.0,4.0,North,23
2.0,Narepally,72000,Unfurnished,2.0,Bachelors/Family,Immediately,,carpet-area,1.0,3.0,North - East,23
3.0,Pragathinagar,72000,Furnished,2.0,Bachelors/Family,Immediately,1500.0,super-area,2.0,5.0,West,23
2.0,Hyderabad,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,800.0,carpet-area,0.0,3.0,East,23
1.0,Hyderabad,72000,Furnished,1.0,Bachelors/Family,Immediately,300.0,super-area,3.0,3.0,,24
2.0,Begumpet,72000,Furnished,2.0,Bachelors/Family,Immediately,1050.0,carpet-area,3.0,4.0,,24
2.0,Kondapur,72000,Semi-Furnished,2.0,Family,Immediately,1290.0,super-area,13.0,24.0,East,24
2.0,Hyderabad,72000,Unfurnished,2.0,Bachelors/Family,Immediately,750.0,super-area,3.0,5.0,,24
3.0,Kompally,72000,Semi-Furnished,3.0,Bachelors,Immediately,1100.0,carpet-area,2.0,5.0,West,24
3.0,"Ameerpet, NH 9",72000,Semi-Furnished,3.0,Bachelors,From Apr '26,1800.0,carpet-area,11.0,11.0,East,24
1.0,Kondapur,72000,Semi-Furnished,1.0,Bachelors,Immediately,550.0,carpet-area,3.0,4.0,East,24
4.0,Botanical Garden Road,72000,Semi-Furnished,3.0,Family,Immediately,3000.0,carpet-area,5.0,5.0,North - East,24
2.0,Gowlidoddy,72000,Furnished,2.0,Bachelors/Family,Immediately,1500.0,super-area,1.0,6.0,East,24
1.0,Gachibowli,72000,Furnished,1.0,Bachelors/Family,Immediately,710.0,carpet-area,5.0,22.0,,24
3.0,Manikonda Road,72000,Furnished,2.0,Bachelors/Family,Immediately,1300.0,super-area,1.0,11.0,East,24
3.0,Nalagandla,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1510.0,super-area,16.0,24.0,,24
2.0,"Pragathi Nagar, Kukatpally",72000,Unfurnished,1.0,Family,Immediately,2410.0,carpet-area,1.0,3.0,East,24
3.0,Toli Chowki,72000,Semi-Furnished,3.0,Bachelors,Immediately,2400.0,super-area,4.0,8.0,North,24
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1300.0,carpet-area,1.0,6.0,West,24
2.0,JJ Nagar Sainikpuri,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1300.0,carpet-area,1.0,3.0,,24
2.0,Kondapur,72000,Semi-Furnished,2.0,Family,Immediately,1000.0,carpet-area,,,East,24
3.0,"Kokapet, Outer Ring Road",72000,Unfurnished,3.0,Bachelors/Family,Immediately,2160.0,super-area,0.0,7.0,East,24
4.0,Kondapur,72000,Semi-Furnished,4.0,Bachelors/Family,Immediately,4000.0,carpet-area,10.0,15.0,East,24
3.0,Puppalguda,72000,Semi-Furnished,3.0,Bachelors,Immediately,1228.0,carpet-area,15.0,32.0,East,24
3.0,Masjid Banda Main Road,72000,Furnished,3.0,Bachelors,Immediately,1850.0,carpet-area,8.0,8.0,East,24
2.0,Gowlidoddy,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,965.0,super-area,4.0,5.0,,24
3.0,Nehru Outer Ring Road,72000,Semi-Furnished,5.0,Bachelors/Family,Immediately,2600.0,carpet-area,15.0,16.0,West,24
4.0,Manikonda Jagir,72000,Semi-Furnished,5.0,Bachelors/Family,Immediately,3600.0,super-area,23.0,33.0,East,24
3.0,Gachibowli,72000,Semi-Furnished,3.0,Family,Immediately,2460.0,super-area,10.0,20.0,East,24
2.0,Anjaneya Nagar,72000,Furnished,2.0,Bachelors/Family,Immediately,1100.0,super-area,4.0,5.0,,24
2.0,Lanco Hills Road,72000,Furnished,2.0,Bachelors,Immediately,1053.0,carpet-area,1.0,12.0,West,24
3.0,Power Welfare Society,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1796.0,super-area,20.0,36.0,,24
3.0,"Kokapet, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors,Immediately,2124.0,super-area,17.0,35.0,West,24
1.0,Saptagiri Colony Vivekananda Nagar,72000,Unfurnished,1.0,Bachelors/Family,Immediately,300.0,super-area,1.0,4.0,,24
1.0,"Uppal, NH 2 2",72000,Furnished,1.0,Bachelors/Family,Immediately,650.0,carpet-area,3.0,4.0,North,25
3.0,Gandipet,72000,Furnished,3.0,Bachelors/Family,Immediately,2120.0,super-area,5.0,35.0,West,25
2.0,Kondapur,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,970.0,carpet-area,9.0,22.0,East,25
2.0,Attapur,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,5.0,6.0,,25
2.0,Kondapur,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,970.0,carpet-area,10.0,22.0,West,25
2.0,Rampally Main Road,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,73.0,carpet-area,3.0,10.0,,25
3.0,Nalagandla,72000,Semi-Furnished,3.0,Family,Immediately,1856.0,super-area,7.0,10.0,West,25
3.0,Kondapur,72000,Semi-Furnished,3.0,Bachelors,Immediately,2350.0,super-area,11.0,21.0,East,25
4.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,4.0,Bachelors,Immediately,3939.0,super-area,23.0,28.0,West,25
3.0,Whitefields,72000,Furnished,3.0,Bachelors/Family,Immediately,1800.0,carpet-area,4.0,5.0,North,25
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1600.0,carpet-area,15.0,35.0,East,25
3.0,Sainikpuri,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1520.0,super-area,2.0,5.0,,25
2.0,"Hafeezpet, NH 9",72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1050.0,carpet-area,2.0,5.0,East,25
2.0,Hitech City,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1350.0,carpet-area,1.0,5.0,East,25
3.0,Srinagar Colony Malakpet Extension,72000,Furnished,3.0,Family,Immediately,1800.0,carpet-area,5.0,5.0,South,25
2.0,"Banjara Hills, NH 9",72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,800.0,super-area,1.0,5.0,,25
3.0,Nanakaramguda,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1957.0,super-area,4.0,32.0,,25
,Bairagiguda,72000,Unfurnished,1.0,Bachelors/Family,Immediately,400.0,carpet-area,4.0,5.0,,25
4.0,"Red Hills, Lakdikapul, NH 7",72000,Unfurnished,2.0,Bachelors/Family,Immediately,900.0,super-area,3.0,5.0,,25
2.0,"Pocharam, NH 2 2",72000,Furnished,2.0,Bachelors/Family,Immediately,1210.0,carpet-area,,,West,25
2.0,"Sanjeeva Reddy Nagar, NH 9",72000,Unfurnished,2.0,Bachelors/Family,Immediately,810.0,carpet-area,0.0,5.0,,25
3.0,Hyderabad,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2000.0,super-area,6.0,10.0,,25
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2335.0,super-area,20.0,40.0,East,25
3.0,Kondapur,72000,Semi-Furnished,3.0,Bachelors,Immediately,1710.0,carpet-area,16.0,19.0,West,25
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2020.0,carpet-area,22.0,40.0,East,25
3.0,Hyderabad,72000,Furnished,3.0,Bachelors,Immediately,1755.0,carpet-area,5.0,12.0,East,25
3.0,Vishali Nagar,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1250.0,carpet-area,5.0,5.0,,25
2.0,Jeedimetla,72000,Unfurnished,2.0,Bachelors,Immediately,1217.0,super-area,6.0,7.0,East,25
3.0,"Tellapur, Outer Ring Road",72000,Unfurnished,3.0,Bachelors/Family,Immediately,1830.0,super-area,3.0,5.0,,25
1.0,Gachibowli,72000,Furnished,2.0,Bachelors,Immediately,750.0,carpet-area,4.0,10.0,East,25
3.0,Langar Houz,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1780.0,super-area,3.0,5.0,,26
3.0,"Pocharam, NH 2 2",72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1450.0,super-area,1.0,10.0,,26
3.0,"Muppas Panchavati Colony, Manikonda, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1900.0,super-area,1.0,3.0,East,26
3.0,"Isnapur, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors,Immediately,1273.0,super-area,6.0,14.0,West,26
4.0,Kakatiya Hills Vasanth Nagar Colony,72000,Semi-Furnished,4.0,Bachelors/Family,Immediately,5200.0,super-area,2.0,6.0,,26
3.0,Hyderabad,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1971.0,super-area,5.0,8.0,,26
3.0,Hitech City,72000,Furnished,3.0,Bachelors/Family,Immediately,3447.0,super-area,5.0,39.0,,26
4.0,Manikonda Jagir,72000,Semi-Furnished,4.0,Bachelors/Family,Immediately,,,8.0,10.0,,26
2.0,Sainikpuri,72000,Furnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,1.0,2.0,East,26
3.0,Yapral,72000,Unfurnished,3.0,Bachelors,Immediately,2000.0,carpet-area,2.0,3.0,East,26
2.0,Nallagandla Tellapur Road,72000,Semi-Furnished,2.0,Bachelors/Family,From Apr '26,800.0,carpet-area,3.0,4.0,,26
,"Banjara Hills, NH 9",72000,Furnished,1.0,Bachelors/Family,Immediately,300.0,carpet-area,2.0,5.0,North - West,26
3.0,Kakatiya Hills Kavuri Hills,72000,Semi-Furnished,3.0,Bachelors,Immediately,3000.0,carpet-area,3.0,5.0,North - East,26
3.0,Bhoiguda,72000,Furnished,2.0,Bachelors/Family,Immediately,1630.0,carpet-area,4.0,5.0,North - West,26
3.0,"Kokapet, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1700.0,carpet-area,9.0,29.0,East,26
3.0,Hitech City,72000,Furnished,3.0,Bachelors,From Mar '26,1865.0,super-area,2.0,19.0,East,26
3.0,Kompally,72000,Semi-Furnished,4.0,Bachelors,Immediately,2225.0,super-area,2.0,9.0,East,26
3.0,Hyderabad,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1550.0,super-area,4.0,4.0,,26
3.0,Gachibowli,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1198.0,super-area,0.0,24.0,,26
2.0,Kompally,72000,Furnished,2.0,Bachelors/Family,Immediately,1071.0,super-area,4.0,5.0,,26
3.0,Chitrapuri Colony,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1700.0,carpet-area,2.0,12.0,,26
1.0,Madhapur,72000,Furnished,1.0,Bachelors/Family,Immediately,650.0,carpet-area,4.0,14.0,,26
2.0,Kothapet,72000,Semi-Furnished,2.0,Family,Immediately,1000.0,carpet-area,2.0,2.0,East,26
3.0,Nalagandla,72000,Furnished,2.0,Bachelors,Immediately,1511.0,super-area,4.0,14.0,West,26
2.0,"Kokapet, Outer Ring Road",72000,Unfurnished,2.0,Bachelors,Immediately,1492.0,carpet-area,4.0,25.0,West,26
3.0,Kompally,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1566.0,super-area,2.0,13.0,,26
2.0,Ameenpur,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,2.0,4.0,,26
4.0,Gachibowli,72000,Semi-Furnished,5.0,Bachelors,Immediately,2713.0,super-area,31.0,34.0,East,26
2.0,Moghal Nagar,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,3.0,3.0,,26
1.0,"Malakpet, NH 9",72000,Unfurnished,1.0,Bachelors/Family,Immediately,500.0,super-area,3.0,4.0,,26
3.0,Kondapur,72000,Furnished,3.0,Bachelors/Family,From Apr '26,1898.0,carpet-area,14.0,39.0,,27
3.0,Nagole,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1567.0,super-area,4.0,5.0,West,27
,Kompally,72000,Unfurnished,,Bachelors/Family,Immediately,1450.0,carpet-area,0.0,4.0,North - East,27
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2020.0,super-area,17.0,34.0,East,27
3.0,Nanakaramguda,72000,Furnished,3.0,Bachelors/Family,Immediately,2160.0,super-area,3.0,24.0,East,27
3.0,Hyderabad,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1700.0,carpet-area,2.0,5.0,,27
2.0,Nizampet,72000,Furnished,2.0,Bachelors/Family,Immediately,900.0,carpet-area,10.0,14.0,,27
3.0,Gachibowli,72000,Semi-Furnished,4.0,Bachelors,Immediately,2000.0,carpet-area,8.0,19.0,East,27
1.0,Sri Krishna Nagar Yousufguda,72000,Unfurnished,1.0,Bachelors/Family,Immediately,480.0,carpet-area,4.0,5.0,East,27
3.0,"Tellapur, Outer Ring Road",72000,Furnished,2.0,Bachelors,Immediately,1280.0,carpet-area,29.0,29.0,West,27
2.0,Chanda Nagar,72000,Unfurnished,2.0,Bachelors,Immediately,1000.0,carpet-area,1.0,3.0,East,27
2.0,Rainbow Colony Laxmipuri,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1125.0,super-area,0.0,2.0,North - East,27
3.0,Nalagandla,72000,Furnished,3.0,Bachelors,Immediately,2370.0,super-area,13.0,24.0,East,27
3.0,"Financial District, Nanakram Guda",72000,Semi-Furnished,3.0,Bachelors,Immediately,1810.0,super-area,14.0,14.0,North - East,27
3.0,Manikonda Jagir,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1340.0,super-area,3.0,5.0,,27
2.0,Friends Colony Chanda Nagar,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,1.0,3.0,,27
4.0,Shaikpet,72000,Furnished,4.0,Bachelors/Family,Immediately,2385.0,carpet-area,1.0,1.0,East,27
3.0,"Tellapur, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors,Immediately,1573.0,super-area,13.0,39.0,East,27
2.0,"Tellapur, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors,Immediately,1355.0,super-area,23.0,39.0,East,27
3.0,"Banjara Hills, NH 9",72000,Furnished,3.0,Bachelors/Family,Immediately,2000.0,super-area,1.0,3.0,,27
3.0,Old Bowenpally,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2200.0,carpet-area,2.0,4.0,North,27
2.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors,Immediately,1370.0,super-area,21.0,39.0,East,27
2.0,Gangaram Chanda Nagar,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,5.0,5.0,West,27
3.0,Anand Nagar Bandlaguda,72000,Furnished,2.0,Bachelors,Immediately,1141.0,super-area,9.0,9.0,North,27
3.0,Nanakaramguda,72000,Furnished,3.0,Bachelors/Family,Immediately,3400.0,carpet-area,0.0,8.0,East,27
2.0,Bachupally,72000,Semi-Furnished,2.0,Bachelors,Immediately,1200.0,carpet-area,2.0,14.0,West,27
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,3.0,Family,Immediately,1200.0,carpet-area,11.0,14.0,West,27
3.0,Toli Chowki,72000,Semi-Furnished,2.0,Bachelors,Immediately,1200.0,carpet-area,5.0,5.0,South -West,27
2.0,Kondapur,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1290.0,carpet-area,5.0,19.0,East,27
1.0,Hyderabad,72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,450.0,super-area,2.0,2.0,,27
4.0,HUDA Layout Nalagandla,72000,Furnished,4.0,Family,Immediately,2000.0,carpet-area,16.0,24.0,West,28
3.0,"Tellapur, Outer Ring Road",72000,Semi-Furnished,3.0,Family,From Mar '26,2042.0,carpet-area,3.0,15.0,East,28
1.0,"Kukatpally, NH 9",72000,Furnished,1.0,Bachelors,Immediately,707.0,carpet-area,4.0,19.0,South - East,28
1.0,"Banjara Hills, NH 9",72000,Unfurnished,2.0,Bachelors/Family,Immediately,900.0,super-area,2.0,3.0,,28
3.0,Rock Town Colony,72000,Furnished,3.0,Bachelors/Family,Immediately,1800.0,carpet-area,4.0,5.0,,28
1.0,"Financial District, Nanakram Guda",72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,820.0,carpet-area,0.0,3.0,North,28
1.0,Masjid Banda,72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,500.0,carpet-area,1.0,4.0,West,28
2.0,Alwal,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1350.0,super-area,0.0,4.0,,28
3.0,Chanda Nagar,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1478.0,super-area,5.0,5.0,,28
3.0,Toli Chowki,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,3.0,6.0,,28
10.0,Sri Aurobindo Colony,72000,Furnished,,Bachelors/Family,Immediately,1200.0,carpet-area,1.0,6.0,East,28
2.0,Moti Nagar Erragadda,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1174.0,super-area,3.0,15.0,,28
3.0,"Alkapur Township, Manikonda, Outer Ring Road",72000,Semi-Furnished,3.0,Family,From May '26,1560.0,super-area,3.0,3.0,West,28
3.0,Madhapur,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1650.0,carpet-area,4.0,4.0,East,28
2.0,Begumpet,72000,Semi-Furnished,2.0,Bachelors/Family,From Apr '26,1100.0,carpet-area,3.0,9.0,East,28
3.0,Phase 3 Gachibowli,72000,Unfurnished,3.0,Bachelors,Immediately,1400.0,carpet-area,5.0,5.0,East,28
2.0,"Alkapur Township, Manikonda, Outer Ring Road",72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,900.0,super-area,3.0,3.0,East,28
3.0,Nalagandla,72000,Semi-Furnished,3.0,Bachelors,Immediately,1805.0,super-area,10.0,19.0,West,28
3.0,Kakatiya Hills Kavuri Hills,72000,Semi-Furnished,3.0,Bachelors,Immediately,3000.0,carpet-area,3.0,5.0,North - East,28
3.0,Hyderabad,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1800.0,super-area,2.0,2.0,,28
2.0,Peeramcheru,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1500.0,super-area,1.0,1.0,,28
2.0,Prashanth Nagar Colony Kondapur,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1030.0,carpet-area,2.0,5.0,,28
2.0,Gachibowli,72000,Semi-Furnished,2.0,Bachelors,Immediately,1300.0,carpet-area,11.0,33.0,West,28
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1834.0,super-area,3.0,30.0,,28
4.0,"Kokapet, Outer Ring Road",72000,Furnished,5.0,Family,Immediately,3300.0,carpet-area,10.0,28.0,East,28
2.0,Medchal,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1150.0,carpet-area,4.0,4.0,East,28
2.0,Friends Colony Chanda Nagar,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,2.0,3.0,,28
2.0,"Boduppal, NH 2 2",72000,Unfurnished,2.0,Bachelors/Family,Immediately,1100.0,super-area,2.0,5.0,,28
2.0,Gachibowli,72000,Semi-Furnished,2.0,Bachelors,Immediately,1300.0,carpet-area,11.0,33.0,West,28
3.0,Hyderabad,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1800.0,super-area,2.0,3.0,East,28
3.0,Whitefields,72000,Furnished,3.0,Bachelors/Family,Immediately,1880.0,carpet-area,1.0,5.0,East,29
2.0,Hyderabad,72000,Semi-Furnished,2.0,Bachelors,From Apr '26,1100.0,carpet-area,3.0,9.0,West,29
2.0,Chanda Nagar,72000,Furnished,2.0,Bachelors,From Mar '26,1175.0,super-area,2.0,5.0,,29
1.0,Hyderabad,72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,70.0,carpet-area,4.0,4.0,East,29
3.0,Hyderabad,72000,Furnished,3.0,Bachelors/Family,Immediately,1625.0,carpet-area,2.0,6.0,,29
1.0,Padmarao Nagar-Karimnagar Highway,72000,Unfurnished,1.0,Bachelors/Family,Immediately,650.0,super-area,2.0,6.0,,29
2.0,Neredmet,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,600.0,carpet-area,3.0,5.0,,29
3.0,Gachibowli,72000,Semi-Furnished,3.0,Family,Immediately,2225.0,super-area,27.0,28.0,West,29
1.0,Kondapur,72000,Furnished,1.0,Bachelors/Family,Immediately,590.0,carpet-area,5.0,6.0,,29
3.0,Kondapur,72000,Unfurnished,3.0,Bachelors,Immediately,2100.0,carpet-area,3.0,7.0,South - East,29
3.0,Alkapoor,72000,Semi-Furnished,2.0,Family,Immediately,1550.0,carpet-area,3.0,5.0,North,29
3.0,Kondapur,72000,Semi-Furnished,3.0,Bachelors,Immediately,1605.0,carpet-area,14.0,24.0,East,29
2.0,Rajendra Nagar Road,72000,Unfurnished,2.0,Bachelors/Family,Immediately,700.0,super-area,3.0,4.0,,29
1.0,Madhapur,72000,Semi-Furnished,1.0,Bachelors,Immediately,550.0,carpet-area,6.0,8.0,South - East,29
3.0,Nanakaramguda,72000,Furnished,3.0,Bachelors/Family,Immediately,1935.0,super-area,15.0,32.0,,29
2.0,Kapra,72000,Furnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,2.0,3.0,,29
4.0,"Narsingi, Outer Ring Road",72000,Unfurnished,4.0,Bachelors,Immediately,3380.0,super-area,14.0,18.0,West,29
2.0,Shivam Road,72000,Furnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,3.0,4.0,,29
2.0,Krishna Reddy Pet,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,1.0,5.0,North,29
3.0,Ameenpur,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1300.0,carpet-area,2.0,4.0,,29
3.0,Silpa Park,72000,Furnished,3.0,Family,Immediately,1451.0,super-area,4.0,6.0,North - East,29
1.0,Hyderabad,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1100.0,super-area,1.0,1.0,,29
2.0,Mettuguda,72000,Unfurnished,2.0,Bachelors/Family,Immediately,980.0,super-area,3.0,5.0,,29
3.0,Lingampally Kachiguda,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1500.0,carpet-area,1.0,4.0,,29
2.0,Bagh Lingampally,72000,Semi-Furnished,2.0,Family,Immediately,1000.0,super-area,3.0,5.0,East,29
2.0,Alkapoor,72000,Semi-Furnished,2.0,Family,Immediately,1150.0,carpet-area,2.0,5.0,North,29
2.0,Moti Nagar Erragadda,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1400.0,carpet-area,4.0,10.0,,29
2.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1090.0,carpet-area,1.0,8.0,,29
1.0,Journalists Colony Phase 3,72000,Furnished,1.0,Bachelors/Family,Immediately,450.0,carpet-area,3.0,5.0,East,29
,Hyderabad,72000,Unfurnished,1.0,Bachelors/Family,Immediately,300.0,super-area,0.0,2.0,North,29
3.0,"Vanasthalipuram, NH 9",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1950.0,super-area,3.0,4.0,,30
3.0,Domalguda Himayatnagar,72000,Furnished,3.0,Bachelors/Family,Immediately,4000.0,super-area,6.0,6.0,,30
4.0,Gachibowli,72000,Furnished,3.0,Bachelors/Family,Immediately,2240.0,carpet-area,20.0,36.0,East,30
3.0,Mayuri Nagar Miyapur,72000,Semi-Furnished,3.0,Family,Immediately,1500.0,carpet-area,3.0,4.0,North,30
1.0,Manikonda Jagir,72000,Furnished,1.0,Bachelors,Immediately,640.0,carpet-area,3.0,14.0,East,30
2.0,"Miyapur, NH 9",72000,Semi-Furnished,2.0,Bachelors,Immediately,900.0,carpet-area,2.0,40.0,North,30
2.0,Puppalguda,72000,Semi-Furnished,2.0,Bachelors,Immediately,1050.0,carpet-area,4.0,5.0,West,30
4.0,"Kokapet, Outer Ring Road",72000,Semi-Furnished,5.0,Bachelors/Family,Immediately,2000.0,carpet-area,33.0,35.0,,30
2.0,Gachibowli,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,900.0,carpet-area,2.0,5.0,East,30
2.0,"PBR Estate, Boiguda",72000,Semi-Furnished,2.0,Bachelors,Immediately,1000.0,carpet-area,3.0,4.0,,30
