Bedrooms,Location,Price,sSecurity Deposit,Furnishing,Bathrooms,Tenant Preferred,Availability,Area (sqft),Area Type,Floor Number,Total Floors,Facing,Page Number
3.0,Appa Junction Area,36000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1515.0,carpet-area,4.0,4.0,,35
3.0,"Kokapet, Outer Ring Road",65000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1400.0,carpet-area,9.0,22.0,East,35
1.0,Hyderabad,6500.0,yes,Unfurnished,1.0,Bachelors/Family,Immediately,550.0,carpet-area,2.0,3.0,,35
3.0,New Nagole Colony Kothapet,30000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1100.0,carpet-area,3.0,4.0,West,35
3.0,Kondapur,58000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1805.0,super-area,7.0,26.0,East,35
2.0,Madeenaguda,24000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1000.0,carpet-area,5.0,9.0,,36
3.0,Kondapur,45000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1600.0,carpet-area,1.0,5.0,West,36
4.0,Gachibowli,100000.0,yes,Semi-Furnished,4.0,Bachelors/Family,Immediately,1750.0,carpet-area,8.0,34.0,,36
2.0,"Pragathi Nagar, Kukatpally",25000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1800.0,super-area,0.0,5.0,,36
2.0,Kondapur,50000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1435.0,super-area,9.0,22.0,West,36
2.0,Kondapur,52000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1435.0,super-area,8.0,26.0,East,36
4.0,Kondapur,190000.0,yes,Semi-Furnished,5.0,Family,Immediately,3420.0,super-area,11.0,20.0,West,36
3.0,"Narsingi, Outer Ring Road",60000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,1535.0,super-area,4.0,8.0,East,36
3.0,"Kokapet, Outer Ring Road",65000.0,no,Semi-Furnished,1.0,Bachelors,Immediately,1764.0,super-area,16.0,34.0,East,36
2.0,Bachupally,10000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1008.0,super-area,4.0,4.0,North - East,36
1.0,Hyderabad,25000.0,yes,Furnished,1.0,Bachelors,Immediately,600.0,carpet-area,1.0,6.0,West,36
2.0,Hyderabad,30000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,3.0,5.0,,36
1.0,Kondapur,23500.0,yes,Furnished,1.0,Bachelors,Immediately,550.0,carpet-area,4.0,5.0,North,36
3.0,"Kokapet, Outer Ring Road",58000.0,yes,Unfurnished,3.0,Bachelors,Immediately,1390.0,super-area,14.0,34.0,West,36
1.0,Kondapur,24000.0,yes,Furnished,1.0,Bachelors,Immediately,580.0,carpet-area,4.0,5.0,North,36
3.0,Kondapur,63000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1945.0,super-area,20.0,24.0,East,36
3.0,Ravindra Nagar Habsiguda,26500.0,no,Semi-Furnished,3.0,Bachelors,Immediately,1500.0,carpet-area,3.0,3.0,East,36
2.0,Manikonda Jagir,28000.0,yes,Semi-Furnished,2.0,Bachelors/Family,From Apr '26,1200.0,carpet-area,2.0,5.0,,36
5.0,Narayanguda,60000.0,yes,Semi-Furnished,4.0,Family,Immediately,3200.0,carpet-area,5.0,6.0,West,36
1.0,Mamatha Nagar Colony,18000.0,yes,Furnished,1.0,Bachelors,Immediately,700.0,carpet-area,2.0,2.0,,36
3.0,"Pragathi Nagar, Kukatpally",35000.0,no,,3.0,Family,Immediately,1853.0,super-area,5.0,14.0,East,36
3.0,Shamshabad,22000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1320.0,carpet-area,3.0,5.0,,36
3.0,Kondapur,80000.0,yes,Semi-Furnished,4.0,Bachelors,From Mar '26,1605.0,carpet-area,16.0,24.0,East,36
3.0,Gachibowli,85000.0,no,Semi-Furnished,3.0,Family,Immediately,1990.0,carpet-area,24.0,34.0,East,36
2.0,Madeenaguda,30000.0,no,Furnished,2.0,Bachelors,From May '26,1100.0,carpet-area,1.0,5.0,West,36
3.0,"Narsingi, Outer Ring Road",40000.0,no,Semi-Furnished,3.0,Bachelors/Family,From Apr '26,1609.0,carpet-area,3.0,5.0,East,36
3.0,AS Rao Nagar,4600.0,no,Furnished,3.0,Bachelors/Family,Immediately,1300.0,super-area,2.0,3.0,,36
2.0,"Isnapur, Outer Ring Road",15000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,715.0,super-area,8.0,11.0,,36
3.0,Nalagandla,58000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1900.0,carpet-area,21.0,26.0,East,36
3.0,Gachibowli,120000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2500.0,carpet-area,8.0,22.0,East,36
2.0,Defence Colony Sainikpuri,16000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,0.0,4.0,,37
4.0,Madhapur,140000.0,yes,Semi-Furnished,4.0,Family,Immediately,2000.0,carpet-area,33.0,42.0,East,37
1.0,Qutubullapur,7500.0,no,Semi-Furnished,1.0,Bachelors/Family,From Mar '26,550.0,carpet-area,3.0,3.0,,37
1.0,Kondapur,26000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,650.0,carpet-area,4.0,6.0,East,37
3.0,HMT Swarnapuri Colony,7000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1250.0,carpet-area,1.0,5.0,East,37
3.0,Adibatla,39000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1620.0,super-area,5.0,6.0,,37
3.0,Alkapoor,58000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1500.0,carpet-area,8.0,15.0,East,37
2.0,Shamshabad,13000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1050.0,carpet-area,2.0,2.0,,37
3.0,New Nagole Colony Kothapet,30000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1100.0,carpet-area,3.0,4.0,East,37
1.0,Kondapur,26000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,650.0,carpet-area,4.0,6.0,East,37
3.0,"LB Nagar, NH 9",28000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1700.0,carpet-area,3.0,3.0,,37
4.0,Gachibowli,85000.0,yes,Semi-Furnished,5.0,Bachelors/Family,Immediately,2800.0,carpet-area,17.0,34.0,East,37
2.0,Bachupally,10500.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,800.0,carpet-area,4.0,8.0,,37
3.0,Kondapur,65000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1400.0,carpet-area,14.0,15.0,East,37
2.0,Medchal,17000.0,no,Furnished,2.0,Bachelors/Family,From Mar '26,1450.0,super-area,3.0,3.0,East,37
3.0,Kondapur,90000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1605.0,carpet-area,12.0,25.0,East,37
3.0,"Tellapur, Outer Ring Road",30000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1400.0,carpet-area,2.0,6.0,East,37
4.0,"Kavuri Hills, Madhapur",220000.00000000003,yes,Furnished,4.0,Bachelors/Family,From Apr '26,2400.0,carpet-area,5.0,15.0,West,37
2.0,Nallagandla Tellapur Road,45000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,800.0,carpet-area,3.0,27.0,East,37
3.0,"Narsingi, Outer Ring Road",75000.0,no,Furnished,3.0,Bachelors,Immediately,1300.0,carpet-area,34.0,40.0,West,37
3.0,"Kokapet, Outer Ring Road",85000.0,no,Semi-Furnished,3.0,,Const. Age Less than 5 years,1335.0,carpet-area,,34.0,East,37
3.0,"Kokapet, Outer Ring Road",75000.0,no,Semi-Furnished,3.0,,Const. Age New Construction,1361.0,carpet-area,31.0,34.0,East,37
3.0,Janachaitanya Colony,28000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1400.0,carpet-area,2.0,4.0,North,37
4.0,"Kokapet, Outer Ring Road",69000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1702.0,carpet-area,19.0,34.0,West,37
1.0,Kondapur,23500.0,yes,Furnished,1.0,Bachelors,Immediately,580.0,carpet-area,3.0,5.0,East,37
1.0,Kondapur,23500.0,yes,Furnished,1.0,Bachelors,Immediately,550.0,carpet-area,4.0,5.0,North,37
1.0,Kondapur,23500.0,yes,Furnished,1.0,Bachelors,Immediately,580.0,carpet-area,5.0,5.0,North,37
1.0,Shaikpet,15000.0,yes,Unfurnished,1.0,Family,Immediately,,carpet-area,1.0,3.0,East,37
2.0,Upperpally,14000.0,no,Semi-Furnished,2.0,Family,Immediately,1000.0,super-area,4.0,5.0,,37
3.0,Bandlaguda Jagir,65000.0,yes,Furnished,3.0,Bachelors,Immediately,2450.0,carpet-area,14.0,23.0,East,37
3.0,Manikonda Jagir,52000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1995.0,super-area,8.0,20.0,East,38
3.0,Shaikpet,90000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2300.0,carpet-area,14.0,20.0,West,38
4.0,"Financial District, Nanakram Guda",100000.0,yes,Furnished,4.0,Bachelors/Family,Immediately,2200.0,carpet-area,,11.0,,38
1.0,Kondapur,24500.0,yes,Furnished,1.0,Bachelors/Family,Immediately,600.0,carpet-area,2.0,5.0,West,38
1.0,Hyderabad,19000.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,800.0,super-area,2.0,3.0,North,38
3.0,Puppalguda,70000.0,yes,Semi-Furnished,3.0,Bachelors/Family,From Apr '26,1228.0,carpet-area,4.0,33.0,,38
1.0,Kondapur,22500.0,yes,Semi-Furnished,1.0,Bachelors,From Apr '26,800.0,carpet-area,3.0,5.0,East,38
2.0,Vivekananda Nagar Kukatpally,16000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,1.0,3.0,,38
3.0,Alwal,24000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1256.0,super-area,1.0,5.0,,38
1.0,Hyderabad,20000.0,no,Semi-Furnished,4.0,Bachelors/Family,Immediately,550.0,super-area,4.0,4.0,,38
3.0,Nanakaramguda,51000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1935.0,super-area,6.0,12.0,West,38
2.0,Izzathnagar,25000.0,yes,Semi-Furnished,1.0,Bachelors/Family,Immediately,1300.0,carpet-area,2.0,3.0,,38
2.0,Rajendranagar Mandal,23000.0,no,Semi-Furnished,2.0,Bachelors,From Jul '26,980.0,super-area,3.0,9.0,,38
2.0,Bandari Layout,17500.0,yes,Unfurnished,2.0,Bachelors,Immediately,1100.0,carpet-area,0.0,4.0,North,38
1.0,"Alkapur Township, Manikonda, Outer Ring Road",18000.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,600.0,super-area,2.0,6.0,,38
3.0,Kondapur,45000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1500.0,super-area,1.0,4.0,,38
2.0,P and T Colony Dilsukhnagar,8000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,2.0,2.0,,38
3.0,"Mallampet, Outer Ring Road",28000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1330.0,super-area,2.0,5.0,,38
2.0,"Kokapet, Outer Ring Road",51000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1325.0,carpet-area,7.0,14.0,East,38
4.0,Hyderabad,60000.0,no,Semi-Furnished,4.0,Bachelors/Family,Immediately,2500.0,super-area,4.0,4.0,,38
3.0,"Narsingi, Outer Ring Road",60000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1725.0,carpet-area,20.0,30.0,,38
2.0,Nallagandla Tellapur Road,50000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1340.0,super-area,11.0,24.0,West,38
3.0,Kondapur,39000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1050.0,carpet-area,2.0,6.0,East,38
3.0,Kompally,18000.0,yes,Unfurnished,3.0,Family,Immediately,1150.0,carpet-area,4.0,9.0,West,38
3.0,Nagole,33500.0,no,Semi-Furnished,3.0,Bachelors/Family,From Apr '26,1500.0,super-area,4.0,5.0,North - East,38
3.0,Kondapur,55000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1900.0,carpet-area,5.0,5.0,East,38
2.0,Kompally,22500.0,no,Furnished,2.0,Bachelors,From Mar '26,900.0,carpet-area,4.0,5.0,West,38
3.0,Gachibowli,100000.0,yes,Furnished,3.0,Family,Immediately,3175.0,super-area,13.0,16.0,East,38
1.0,Siddiq Nagar Hitech City,23000.0,yes,Semi-Furnished,1.0,Bachelors/Family,Immediately,500.0,super-area,5.0,6.0,,39
1.0,Gachibowli,13000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,710.0,super-area,4.0,26.0,,39
2.0,Old Bowenpally,12000.0,yes,Unfurnished,2.0,Bachelors,Immediately,900.0,carpet-area,0.0,3.0,East,39
3.0,Raghavendra Colony Kondapur,37000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,1500.0,carpet-area,2.0,5.0,West,39
2.0,Bachupally,17000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1150.0,carpet-area,2.0,5.0,,39
1.0,Prem Nagar Hafeezpet,15500.0,yes,Semi-Furnished,1.0,Bachelors/Family,Immediately,470.0,carpet-area,3.0,5.0,East,39
3.0,Kondapur,65000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1650.0,carpet-area,15.0,22.0,,39
2.0,"Pocharam, NH 2 2",9000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,780.0,super-area,3.0,10.0,,39
3.0,Humayun Nagar,15000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,900.0,super-area,2.0,3.0,,39
3.0,Raghavendra Colony Kondapur,85000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1890.0,carpet-area,36.0,39.0,,39
2.0,Hyderabad,7000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,850.0,super-area,2.0,4.0,,39
3.0,Journalists Colony Phase 3,42000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,1538.0,super-area,4.0,4.0,South - East,39
2.0,Sainikpuri,15000.0,yes,Unfurnished,2.0,Family,Immediately,1500.0,carpet-area,3.0,9.0,North - East,39
3.0,Phase 5th KPHB,75000.0,yes,Semi-Furnished,3.0,Family,Immediately,2500.0,carpet-area,10.0,11.0,East,39
3.0,Block C Sri Ramnagar,73000.0,yes,Semi-Furnished,3.0,Family,Immediately,1890.0,carpet-area,36.0,39.0,East,39
3.0,Kondapur,55000.0,yes,Furnished,3.0,Bachelors,From Apr '26,2200.0,carpet-area,1.0,5.0,East,39
3.0,"Miyapur, NH 9",22000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1500.0,super-area,7.0,11.0,,39
1.0,Madhapur,15000.0,yes,Furnished,1.0,Bachelors,Immediately,500.0,carpet-area,3.0,15.0,North,39
3.0,Humayun Nagar,15000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,900.0,super-area,2.0,3.0,,39
2.0,Bachupally,23000.0,yes,Furnished,2.0,Bachelors,Immediately,1135.0,super-area,5.0,5.0,North - West,39
3.0,Phase 2 HITEC City,70000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1460.0,carpet-area,9.0,14.0,East,39
3.0,Masjid Banda,65000.0,yes,Semi-Furnished,3.0,Family,Immediately,1500.0,carpet-area,31.0,39.0,South,39
2.0,Kowkoor,100000.0,no,Unfurnished,2.0,Bachelors,Immediately,1350.0,carpet-area,0.0,3.0,East,39
2.0,"Sun City, Bandlaguda, Chevella Road",14000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,900.0,super-area,2.0,2.0,,39
,Kothapet,6500.0,yes,Semi-Furnished,1.0,Bachelors/Family,Immediately,350.0,carpet-area,2.0,2.0,,39
3.0,Nalagandla,53000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1495.0,super-area,2.0,25.0,West,39
3.0,Kompally,28000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1723.0,super-area,2.0,5.0,,39
2.0,Hyderabad,13000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1150.0,super-area,4.0,5.0,,39
4.0,Kothaguda,67000.0,no,Furnished,4.0,Bachelors,Immediately,1550.0,carpet-area,3.0,4.0,North - East,39
3.0,Miyapur Main Road,45000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1750.0,carpet-area,1.0,5.0,East,39
2.0,Srinagar Colony Malakpet Extension,24000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1550.0,super-area,3.0,4.0,,40
2.0,Hyderabad,14500.0,no,Unfurnished,1.0,Bachelors/Family,Immediately,1000.0,carpet-area,1.0,3.0,,40
2.0,"Narsingi, Outer Ring Road",50000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,950.0,carpet-area,26.0,30.0,East,40
1.0,Raghavendra Colony Kondapur,20000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,790.0,carpet-area,4.0,6.0,East,40
3.0,Puppalguda,57000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,carpet-area,25.0,32.0,North,40
4.0,Gachibowli,120000.0,yes,Semi-Furnished,4.0,Family,Immediately,2560.0,super-area,12.0,14.0,East,40
1.0,A S Rao Nagar,11000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,800.0,super-area,0.0,4.0,,40
3.0,Gachibowli,75000.0,yes,Furnished,3.0,Bachelors,Immediately,1838.0,super-area,5.0,35.0,East,40
2.0,Kondapur,35000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1350.0,carpet-area,3.0,7.0,East,40
3.0,Kondapur,80000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1500.0,super-area,2.0,5.0,,40
3.0,Ahmedguda,9000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,1088.0,carpet-area,0.0,6.0,West,40
3.0,Beeramguda Ramachandrapuram,26000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1550.0,super-area,5.0,5.0,,40
2.0,"Malakpet, NH 9",15000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,800.0,carpet-area,0.0,3.0,,40
3.0,"Narsingi, Outer Ring Road",85000.0,yes,Semi-Furnished,3.0,Family,Immediately,1850.0,carpet-area,38.0,39.0,East,40
3.0,Yapral,45000.0,yes,Unfurnished,3.0,Bachelors,Immediately,2420.0,super-area,10.0,10.0,East,40
2.0,Gaganpahad,15000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1150.0,super-area,2.0,2.0,East,40
3.0,"Kukatpally, NH 9",25000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1600.0,super-area,1.0,5.0,,40
2.0,Hyderabad,18000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1250.0,super-area,1.0,5.0,,40
5.0,"Tellapur, Outer Ring Road",150000.0,no,Unfurnished,4.0,Bachelors/Family,Immediately,4320.0,super-area,3.0,3.0,,40
1.0,"Mallampet, Outer Ring Road",13000.0,yes,Unfurnished,2.0,Family,Immediately,1090.0,carpet-area,2.0,5.0,East,40
3.0,"Kokapet, Outer Ring Road",65000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,1600.0,carpet-area,32.0,35.0,West,40
,Kompally,10000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,200.0,carpet-area,3.0,3.0,,40
3.0,"Tellapur, Outer Ring Road",45000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1505.0,super-area,19.0,29.0,East,40
3.0,"Narsingi, Outer Ring Road",110000.00000000001,no,Furnished,3.0,Bachelors/Family,Immediately,2100.0,super-area,21.0,32.0,,40
3.0,Moti Nagar Erragadda,65000.0,yes,Unfurnished,3.0,Bachelors,Immediately,1793.0,carpet-area,4.0,16.0,East,40
1.0,Anjaiah Nagar Gachibowli,18000.0,yes,Semi-Furnished,1.0,Bachelors,Immediately,600.0,carpet-area,3.0,5.0,East,40
2.0,"Tellapur, Outer Ring Road",40000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1253.0,super-area,15.0,29.0,East,40
3.0,Kondapur,100000.0,yes,Furnished,4.0,Bachelors,Immediately,2500.0,carpet-area,4.0,4.0,East,40
2.0,Hyderabad,21000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1100.0,carpet-area,4.0,4.0,,40
3.0,Gachibowli,100000.0,yes,Furnished,3.0,Bachelors,Immediately,2615.0,super-area,17.0,32.0,West,40
3.0,Hyderabad,70000.0,no,Furnished,3.0,Bachelors/Family,Immediately,2350.0,carpet-area,7.0,35.0,,41
3.0,"Banjara Hills, NH 9",150000.0,yes,Furnished,4.0,Family,Immediately,3890.0,super-area,4.0,5.0,North,41
3.0,Kompally,48000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2225.0,super-area,5.0,10.0,,41
3.0,"Mallampet, Outer Ring Road",16000.0,yes,Unfurnished,2.0,Bachelors,Immediately,1126.0,carpet-area,2.0,5.0,West,41
,"Hafeezpet, NH 9",600000.0,no,Unfurnished,1.0,Bachelors,Immediately,12000.0,carpet-area,6.0,6.0,North,41
3.0,"Manchirevula, Outer Ring Road",55000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1800.0,carpet-area,2.0,6.0,,41
3.0,Hyderabad,55000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1950.0,carpet-area,8.0,10.0,East,41
2.0,Jayabheri Enclave,15000.0,no,Unfurnished,2.0,Family,From Apr '26,1100.0,carpet-area,4.0,5.0,North,41
1.0,Hyderabad,17500.0,yes,Furnished,1.0,Bachelors,Immediately,700.0,carpet-area,1.0,2.0,North - West,41
3.0,Hitech City,62000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1550.0,super-area,27.0,31.0,,41
3.0,Silpa Gram Craft Village,240000.0,yes,Semi-Furnished,4.0,Bachelors/Family,Immediately,3430.0,super-area,0.0,35.0,,41
3.0,"Kukatpally, NH 9",65000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1800.0,super-area,4.0,5.0,,41
2.0,"Pragathi Nagar, Kukatpally",24000.0,yes,Semi-Furnished,2.0,Bachelors/Family,From Apr '26,1075.0,carpet-area,2.0,5.0,,41
3.0,Gangaram Chanda Nagar,36000.0,yes,Semi-Furnished,2.0,Family,Immediately,1400.0,carpet-area,3.0,12.0,East,41
2.0,"Narsingi, Outer Ring Road",55000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1370.0,super-area,1.0,40.0,West,41
2.0,"Narsingi, Outer Ring Road",55000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1370.0,super-area,19.0,39.0,East,41
3.0,Kondapur,74000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1710.0,super-area,9.0,16.0,,41
2.0,Hitech City,50000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1350.0,super-area,5.0,14.0,,41
2.0,Chanda Nagar,23000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,750.0,carpet-area,2.0,3.0,East,41
3.0,Ameenpur,42000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,1760.0,carpet-area,1.0,5.0,East,41
3.0,"Kokapet, Outer Ring Road",70000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1796.0,super-area,14.0,35.0,East,41
3.0,"Narsingi, Outer Ring Road",60000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1715.0,super-area,18.0,39.0,East,41
3.0,Puppalguda,75000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2300.0,carpet-area,9.0,15.0,West,41
1.0,Kondapur,24000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,580.0,carpet-area,3.0,5.0,North,41
4.0,Hitech City,229999.99999999997,yes,Semi-Furnished,4.0,Bachelors,Immediately,3430.0,super-area,19.0,35.0,West,41
3.0,"Kokapet, Outer Ring Road",78000.0,yes,Semi-Furnished,3.0,Family,Immediately,1700.0,carpet-area,7.0,34.0,East,41
3.0,Gachibowli,75000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1560.0,carpet-area,8.0,29.0,West,41
2.0,"Hafeezpet, NH 9",25000.0,yes,Furnished,2.0,Bachelors,Immediately,1250.0,carpet-area,2.0,5.0,East,41
4.0,Manikonda Jagir,190000.0,yes,Furnished,5.0,Bachelors/Family,Immediately,3900.0,carpet-area,12.0,32.0,East,41
3.0,Hitech City,88000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2051.0,super-area,14.0,35.0,East,41
2.0,Hastinapuri Colony,110000.00000000001,no,Furnished,2.0,Bachelors/Family,Immediately,770.0,carpet-area,5.0,5.0,East,42
3.0,Manikonda Road,70000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1750.0,carpet-area,22.0,27.0,East,42
3.0,Hyderabad,43000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1400.0,super-area,4.0,5.0,North - East,42
2.0,Kanajiguda,12000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,800.0,super-area,2.0,3.0,,42
3.0,Hitech City,60000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1460.0,carpet-area,3.0,14.0,South,42
4.0,Manikonda Jagir,130000.0,yes,Furnished,5.0,Family,Immediately,4200.0,carpet-area,18.0,28.0,East,42
3.0,"Ghatkesar, NH 2 2",12500.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1475.0,super-area,4.0,10.0,West,42
2.0,Balkampet,27000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,carpet-area,3.0,5.0,,42
1.0,Gachibowli,24000.0,no,Furnished,1.0,Bachelors/Family,Immediately,600.0,carpet-area,3.0,7.0,North - East,42
3.0,Manikonda Jagir,65000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,2500.0,carpet-area,12.0,14.0,,42
3.0,"Ghatkesar, NH 2 2",20000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1650.0,super-area,1.0,5.0,,42
1.0,Kondapur,19000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,750.0,carpet-area,4.0,6.0,East,42
3.0,Kondapur,90000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2060.0,super-area,7.0,18.0,,42
1.0,Kondapur,19000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,740.0,carpet-area,4.0,6.0,East,42
1.0,Kondapur,19000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,730.0,carpet-area,4.0,6.0,East,42
3.0,"Tellapur, Outer Ring Road",50000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1825.0,super-area,4.0,9.0,East,42
3.0,Gachibowli,43000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2160.0,super-area,10.0,18.0,East,42
3.0,Dulapally,20000.0,yes,Semi-Furnished,3.0,Family,Immediately,1650.0,carpet-area,2.0,5.0,North - East,42
3.0,Nalagandla,78000.0,yes,Furnished,3.0,Bachelors,From Apr '26,1960.0,super-area,13.0,24.0,East,42
2.0,"Tellapur, Outer Ring Road",40000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1261.0,super-area,5.0,9.0,East,42
3.0,"Banjara Hills, NH 9",130000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,2200.0,carpet-area,4.0,11.0,North - East,42
3.0,"Narsingi, Outer Ring Road",130000.0,yes,Unfurnished,3.0,Bachelors/Family,Immediately,2000.0,carpet-area,34.0,34.0,,42
3.0,Kakatiya Hills Kavuri Hills,90000.0,yes,Furnished,3.0,Family,Immediately,1600.0,carpet-area,5.0,5.0,East,42
